transaction_id,date,part_number,transaction_type,qty
2161,2024-04-07,P0203,receipt,249
2162,2024-04-07,P0395,issue,7
2163,2024-04-07,P0161,issue,1
2164,2024-04-07,P0434,receipt,84
2165,2024-04-07,P0453,issue,5
2166,2024-04-07,P0079,issue,6
2167,2024-04-07,P0424,receipt,180
2168,2024-04-07,P0369,issue,1
2169,2024-04-07,P0494,issue,7
2170,2024-04-07,P0008,receipt,131
2171,2024-04-07,P0055,receipt,85
2172,2024-04-07,P0065,issue,3
2173,2024-04-07,P0314,issue,1
2174,2024-04-07,P0474,issue,2
2175,2024-04-07,P0228,issue,2
2176,2024-04-07,P0042,issue,6
2177,2024-04-07,P0422,receipt,120
2178,2024-04-07,P0037,issue,7
2179,2024-04-07,P0110,issue,5
2180,2024-04-07,P0092,issue,7
2181,2024-04-07,P0451,issue,6
2182,2024-04-07,P0114,issue,7
2183,2024-04-08,P0126,issue,4
2184,2024-04-08,P0338,issue,1
2185,2024-04-08,P0052,issue,2
2186,2024-04-08,P0293,issue,3
2187,2024-04-08,P0203,issue,3
2188,2024-04-08,P0319,receipt,155
2189,2024-04-08,P0417,receipt,150
2190,2024-04-08,P0278,receipt,223
2191,2024-04-08,P0315,issue,7
2192,2024-04-08,P0231,receipt,183
2193,2024-04-08,P0371,issue,1
2194,2024-04-08,P0391,receipt,234
2195,2024-04-08,P0216,issue,3
2196,2024-04-08,P0092,receipt,150
2197,2024-04-09,P0204,issue,3
2198,2024-04-09,P0235,issue,2
2199,2024-04-09,P0314,receipt,95
2200,2024-04-09,P0332,issue,2
2201,2024-04-09,P0391,issue,7
2202,2024-04-09,P0394,receipt,141
2203,2024-04-09,P0074,issue,3
2204,2024-04-09,P0398,issue,4
2205,2024-04-09,P0184,issue,4
2206,2024-04-09,P0065,issue,7
2207,2024-04-09,P0426,receipt,130
2208,2024-04-09,P0363,receipt,207
2209,2024-04-09,P0115,issue,7
2210,2024-04-09,P0041,receipt,128
2211,2024-04-09,P0169,issue,2
2212,2024-04-09,P0113,issue,1
2213,2024-04-09,P0422,issue,4
2214,2024-04-09,P0141,receipt,136
2215,2024-04-09,P0473,issue,7
2216,2024-04-09,P0467,issue,2
2217,2024-04-09,P0432,issue,4
2218,2024-04-09,P0220,issue,6
2219,2024-04-09,P0130,issue,7
2220,2024-04-10,P0270,issue,1
2221,2024-04-10,P0060,issue,5
2222,2024-04-10,P0173,issue,3
2223,2024-04-10,P0031,issue,6
2224,2024-04-10,P0341,issue,2
2225,2024-04-10,P0287,receipt,171
2226,2024-04-10,P0326,issue,6
2227,2024-04-10,P0344,issue,7
2228,2024-04-10,P0115,issue,4
2229,2024-04-10,P0173,receipt,246
2230,2024-04-10,P0391,issue,5
2231,2024-04-10,P0321,issue,1
2232,2024-04-10,P0495,issue,1
2233,2024-04-10,P0168,issue,1
2234,2024-04-11,P0131,issue,3
2235,2024-04-11,P0347,issue,3
2236,2024-04-11,P0209,issue,4
2237,2024-04-11,P0157,issue,7
2238,2024-04-11,P0106,receipt,191
2239,2024-04-11,P0209,issue,4
2240,2024-04-11,P0359,issue,6
2241,2024-04-11,P0300,issue,7
2242,2024-04-11,P0228,issue,2
2243,2024-04-11,P0143,issue,7
2244,2024-04-11,P0174,issue,4
2245,2024-04-11,P0361,receipt,207
2246,2024-04-11,P0252,issue,7
2247,2024-04-11,P0197,issue,2
2248,2024-04-11,P0326,receipt,238
2249,2024-04-11,P0242,issue,3
2250,2024-04-12,P0241,receipt,137
2251,2024-04-12,P0279,issue,6
2252,2024-04-12,P0291,receipt,191
2253,2024-04-12,P0469,receipt,85
2254,2024-04-12,P0048,issue,5
2255,2024-04-12,P0330,receipt,225
2256,2024-04-12,P0470,receipt,111
2257,2024-04-12,P0268,issue,1
2258,2024-04-12,P0089,issue,5
2259,2024-04-12,P0494,receipt,125
2260,2024-04-12,P0031,issue,1
2261,2024-04-12,P0274,issue,2
2262,2024-04-12,P0021,issue,1
2263,2024-04-12,P0142,receipt,122
2264,2024-04-12,P0277,receipt,164
2265,2024-04-12,P0493,receipt,163
2266,2024-04-12,P0334,issue,3
2267,2024-04-12,P0226,issue,4
2268,2024-04-12,P0353,issue,3
2269,2024-04-12,P0421,issue,3
2270,2024-04-12,P0076,issue,5
2271,2024-04-12,P0164,issue,6
2272,2024-04-12,P0216,issue,3
2273,2024-04-12,P0071,issue,1
2274,2024-04-12,P0313,issue,1
2275,2024-04-13,P0347,issue,2
2276,2024-04-13,P0187,issue,1
2277,2024-04-13,P0454,issue,5
2278,2024-04-13,P0046,issue,2
2279,2024-04-13,P0179,issue,4
2280,2024-04-13,P0288,issue,4
2281,2024-04-13,P0178,issue,3
2282,2024-04-13,P0338,issue,7
2283,2024-04-13,P0249,issue,2
2284,2024-04-13,P0236,receipt,235
2285,2024-04-13,P0471,issue,1
2286,2024-04-13,P0045,issue,1
2287,2024-04-13,P0108,issue,6
2288,2024-04-13,P0175,receipt,238
2289,2024-04-13,P0274,issue,4
2290,2024-04-13,P0167,receipt,95
2291,2024-04-13,P0069,receipt,128
2292,2024-04-13,P0210,issue,7
2293,2024-04-13,P0422,issue,7
2294,2024-04-13,P0198,issue,5
2295,2024-04-13,P0127,receipt,122
2296,2024-04-13,P0391,issue,5
2297,2024-04-13,P0195,issue,1
2298,2024-04-13,P0446,issue,5
2299,2024-04-13,P0447,issue,2
2300,2024-04-14,P0432,receipt,189
2301,2024-04-14,P0449,issue,1
2302,2024-04-14,P0115,issue,6
2303,2024-04-14,P0290,issue,2
2304,2024-04-14,P0326,issue,7
2305,2024-04-14,P0270,issue,2
2306,2024-04-14,P0360,issue,4
2307,2024-04-14,P0473,issue,6
2308,2024-04-14,P0308,issue,6
2309,2024-04-14,P0437,issue,4
2310,2024-04-14,P0241,issue,7
2311,2024-04-14,P0289,issue,2
2312,2024-04-14,P0350,receipt,94
2313,2024-04-14,P0412,issue,1
2314,2024-04-14,P0447,issue,2
2315,2024-04-14,P0163,issue,2
2316,2024-04-14,P0234,issue,2
2317,2024-04-14,P0096,issue,4
2318,2024-04-14,P0456,issue,7
2319,2024-04-14,P0432,issue,5
2320,2024-04-14,P0023,issue,1
2321,2024-04-14,P0422,issue,5
2322,2024-04-15,P0432,issue,2
2323,2024-04-15,P0269,issue,4
2324,2024-04-15,P0303,issue,6
2325,2024-04-15,P0114,receipt,175
2326,2024-04-15,P0118,issue,6
2327,2024-04-15,P0497,issue,5
2328,2024-04-15,P0155,issue,4
2329,2024-04-15,P0330,receipt,153
2330,2024-04-15,P0035,issue,6
2331,2024-04-15,P0145,issue,7
2332,2024-04-15,P0193,issue,3
2333,2024-04-15,P0378,issue,7
2334,2024-04-15,P0394,issue,2
2335,2024-04-15,P0444,issue,2
2336,2024-04-15,P0130,issue,1
2337,2024-04-15,P0105,issue,5
2338,2024-04-15,P0091,receipt,179
2339,2024-04-15,P0169,issue,6
2340,2024-04-15,P0474,issue,3
2341,2024-04-15,P0339,receipt,201
2342,2024-04-15,P0078,issue,6
2343,2024-04-15,P0315,issue,2
2344,2024-04-16,P0439,issue,5
2345,2024-04-16,P0411,issue,2
2346,2024-04-16,P0350,receipt,160
2347,2024-04-16,P0325,issue,6
2348,2024-04-16,P0351,issue,7
2349,2024-04-16,P0244,issue,5
2350,2024-04-16,P0359,receipt,220
2351,2024-04-16,P0460,issue,2
2352,2024-04-16,P0153,issue,4
2353,2024-04-16,P0261,issue,7
2354,2024-04-16,P0102,issue,7
2355,2024-04-16,P0496,receipt,226
2356,2024-04-16,P0473,receipt,171
2357,2024-04-16,P0292,receipt,165
2358,2024-04-16,P0005,issue,4
2359,2024-04-16,P0427,issue,7
2360,2024-04-16,P0317,receipt,129
2361,2024-04-16,P0373,receipt,241
2362,2024-04-16,P0386,issue,1
2363,2024-04-16,P0110,issue,4
2364,2024-04-16,P0165,issue,1
2365,2024-04-16,P0453,issue,7
2366,2024-04-16,P0107,issue,7
2367,2024-04-16,P0226,issue,4
2368,2024-04-16,P0449,issue,1
2369,2024-04-16,P0047,issue,2
2370,2024-04-16,P0387,issue,1
2371,2024-04-16,P0189,issue,7
2372,2024-04-16,P0200,issue,3
2373,2024-04-16,P0276,receipt,115
2374,2024-04-16,P0434,issue,1
2375,2024-04-16,P0054,issue,7
2376,2024-04-17,P0198,issue,3
2377,2024-04-17,P0299,receipt,246
2378,2024-04-17,P0102,issue,5
2379,2024-04-17,P0484,issue,6
2380,2024-04-17,P0320,issue,6
2381,2024-04-17,P0082,issue,4
2382,2024-04-17,P0002,receipt,241
2383,2024-04-17,P0220,issue,5
2384,2024-04-17,P0126,receipt,134
2385,2024-04-17,P0040,receipt,115
2386,2024-04-17,P0313,issue,6
2387,2024-04-17,P0346,issue,4
2388,2024-04-17,P0310,issue,4
2389,2024-04-17,P0055,issue,2
2390,2024-04-17,P0174,issue,3
2391,2024-04-17,P0077,issue,2
2392,2024-04-17,P0360,issue,3
2393,2024-04-17,P0050,issue,4
2394,2024-04-17,P0431,issue,4
2395,2024-04-17,P0431,receipt,156
2396,2024-04-18,P0211,issue,7
2397,2024-04-18,P0428,issue,4
2398,2024-04-18,P0085,issue,6
2399,2024-04-18,P0324,issue,7
2400,2024-04-18,P0022,issue,7
2401,2024-04-18,P0372,issue,1
2402,2024-04-18,P0434,issue,4
2403,2024-04-18,P0225,receipt,118
2404,2024-04-18,P0424,receipt,191
2405,2024-04-18,P0153,issue,5
2406,2024-04-18,P0161,receipt,162
2407,2024-04-18,P0381,issue,6
2408,2024-04-18,P0003,issue,7
2409,2024-04-18,P0276,receipt,231
2410,2024-04-18,P0285,receipt,241
2411,2024-04-18,P0436,receipt,101
2412,2024-04-18,P0495,issue,7
2413,2024-04-18,P0330,issue,4
2414,2024-04-18,P0067,issue,1
2415,2024-04-18,P0193,issue,4
2416,2024-04-18,P0154,issue,6
2417,2024-04-18,P0060,receipt,146
2418,2024-04-18,P0374,issue,2
2419,2024-04-18,P0003,issue,4
2420,2024-04-18,P0293,receipt,89
2421,2024-04-18,P0393,receipt,158
2422,2024-04-18,P0486,receipt,105
2423,2024-04-18,P0227,issue,5
2424,2024-04-18,P0302,issue,6
2425,2024-04-19,P0464,issue,2
2426,2024-04-19,P0385,issue,6
2427,2024-04-19,P0306,issue,4
2428,2024-04-19,P0275,receipt,99
2429,2024-04-19,P0326,issue,2
2430,2024-04-19,P0023,issue,4
2431,2024-04-19,P0304,issue,4
2432,2024-04-19,P0067,issue,6
2433,2024-04-19,P0172,issue,2
2434,2024-04-19,P0017,receipt,175
2435,2024-04-19,P0484,issue,4
2436,2024-04-19,P0394,issue,4
2437,2024-04-19,P0158,issue,4
2438,2024-04-19,P0214,issue,3
2439,2024-04-19,P0353,issue,1
2440,2024-04-19,P0409,issue,2
2441,2024-04-19,P0045,receipt,170
2442,2024-04-19,P0325,issue,2
2443,2024-04-19,P0428,issue,4
2444,2024-04-19,P0040,receipt,177
2445,2024-04-19,P0279,issue,2
2446,2024-04-19,P0407,issue,3
2447,2024-04-19,P0116,issue,7
2448,2024-04-19,P0405,issue,5
2449,2024-04-19,P0300,issue,1
2450,2024-04-20,P0362,receipt,249
2451,2024-04-20,P0277,issue,5
2452,2024-04-20,P0309,issue,3
2453,2024-04-20,P0220,receipt,96
2454,2024-04-20,P0122,issue,4
2455,2024-04-20,P0410,issue,6
2456,2024-04-20,P0211,issue,2
2457,2024-04-20,P0301,issue,2
2458,2024-04-20,P0307,receipt,82
2459,2024-04-20,P0379,issue,5
2460,2024-04-20,P0092,issue,4
2461,2024-04-20,P0121,receipt,246
2462,2024-04-20,P0304,receipt,130
2463,2024-04-20,P0296,issue,1
2464,2024-04-20,P0490,issue,1
2465,2024-04-20,P0300,issue,2
2466,2024-04-20,P0222,issue,5
2467,2024-04-20,P0057,issue,2
2468,2024-04-20,P0278,issue,2
2469,2024-04-20,P0003,issue,1
2470,2024-04-20,P0245,receipt,224
2471,2024-04-20,P0422,issue,3
2472,2024-04-20,P0272,issue,2
2473,2024-04-20,P0015,issue,7
2474,2024-04-20,P0169,issue,6
2475,2024-04-20,P0402,receipt,215
2476,2024-04-20,P0427,issue,1
2477,2024-04-21,P0367,issue,3
2478,2024-04-21,P0264,issue,2
2479,2024-04-21,P0335,issue,6
2480,2024-04-21,P0196,issue,3
2481,2024-04-21,P0261,receipt,215
2482,2024-04-21,P0355,issue,1
2483,2024-04-21,P0436,issue,2
2484,2024-04-21,P0055,receipt,115
2485,2024-04-21,P0236,issue,1
2486,2024-04-21,P0470,issue,2
2487,2024-04-21,P0248,receipt,154
2488,2024-04-21,P0197,issue,3
2489,2024-04-21,P0408,issue,7
2490,2024-04-21,P0190,receipt,238
2491,2024-04-21,P0292,issue,6
2492,2024-04-21,P0113,receipt,133
2493,2024-04-21,P0329,issue,3
2494,2024-04-21,P0283,issue,3
2495,2024-04-21,P0408,issue,3
2496,2024-04-21,P0458,issue,1
2497,2024-04-21,P0490,issue,6
2498,2024-04-21,P0398,issue,7
2499,2024-04-21,P0040,issue,4
2500,2024-04-21,P0424,issue,7
2501,2024-04-22,P0166,issue,6
2502,2024-04-22,P0347,issue,2
2503,2024-04-22,P0278,issue,6
2504,2024-04-22,P0443,issue,5
2505,2024-04-22,P0121,receipt,190
2506,2024-04-22,P0078,issue,6
2507,2024-04-22,P0493,issue,5
2508,2024-04-22,P0224,issue,7
2509,2024-04-22,P0470,receipt,97
2510,2024-04-22,P0329,issue,2
2511,2024-04-22,P0378,issue,6
2512,2024-04-22,P0232,issue,4
2513,2024-04-22,P0314,issue,3
2514,2024-04-22,P0067,receipt,96
2515,2024-04-22,P0037,receipt,115
2516,2024-04-22,P0345,issue,4
2517,2024-04-22,P0091,issue,7
2518,2024-04-22,P0388,issue,6
2519,2024-04-22,P0311,issue,1
2520,2024-04-22,P0169,issue,5
2521,2024-04-22,P0126,receipt,168
2522,2024-04-22,P0457,issue,5
2523,2024-04-22,P0353,issue,5
2524,2024-04-22,P0346,issue,7
2525,2024-04-22,P0246,issue,4
2526,2024-04-23,P0150,receipt,180
2527,2024-04-23,P0329,issue,5
2528,2024-04-23,P0337,issue,1
2529,2024-04-23,P0093,receipt,103
2530,2024-04-23,P0478,issue,3
2531,2024-04-23,P0022,issue,4
2532,2024-04-23,P0153,issue,2
2533,2024-04-23,P0121,issue,4
2534,2024-04-23,P0082,issue,1
2535,2024-04-23,P0327,issue,4
2536,2024-04-23,P0197,issue,5
2537,2024-04-23,P0235,receipt,162
2538,2024-04-23,P0268,issue,6
2539,2024-04-23,P0280,issue,4
2540,2024-04-23,P0314,issue,2
2541,2024-04-23,P0250,issue,7
2542,2024-04-23,P0269,issue,7
2543,2024-04-23,P0275,issue,4
2544,2024-04-23,P0269,receipt,233
2545,2024-04-23,P0286,issue,2
2546,2024-04-23,P0486,receipt,209
2547,2024-04-23,P0173,receipt,237
2548,2024-04-23,P0073,receipt,203
2549,2024-04-23,P0292,issue,6
2550,2024-04-24,P0283,receipt,98
2551,2024-04-24,P0399,issue,1
2552,2024-04-24,P0418,issue,7
2553,2024-04-24,P0481,issue,7
2554,2024-04-24,P0376,issue,2
2555,2024-04-24,P0035,issue,3
2556,2024-04-24,P0231,issue,4
2557,2024-04-24,P0380,issue,6
2558,2024-04-24,P0206,issue,6
2559,2024-04-24,P0146,issue,1
2560,2024-04-24,P0123,issue,2
2561,2024-04-24,P0386,receipt,173
2562,2024-04-24,P0095,issue,5
2563,2024-04-24,P0152,issue,6
2564,2024-04-24,P0183,issue,3
2565,2024-04-24,P0094,issue,1
2566,2024-04-24,P0196,issue,6
2567,2024-04-24,P0174,issue,2
2568,2024-04-24,P0286,receipt,147
2569,2024-04-24,P0152,issue,2
2570,2024-04-25,P0019,issue,5
2571,2024-04-25,P0271,issue,2
2572,2024-04-25,P0110,issue,5
2573,2024-04-25,P0494,receipt,93
2574,2024-04-25,P0348,issue,5
2575,2024-04-25,P0060,issue,3
2576,2024-04-25,P0372,issue,7
2577,2024-04-25,P0133,receipt,229
2578,2024-04-25,P0155,issue,5
2579,2024-04-25,P0436,issue,4
2580,2024-04-25,P0473,receipt,221
2581,2024-04-25,P0085,issue,3
2582,2024-04-25,P0312,issue,2
2583,2024-04-25,P0303,issue,5
2584,2024-04-25,P0229,issue,4
2585,2024-04-25,P0351,issue,5
2586,2024-04-25,P0492,issue,4
2587,2024-04-25,P0046,receipt,199
2588,2024-04-25,P0313,receipt,96
2589,2024-04-25,P0107,issue,4
2590,2024-04-25,P0111,issue,3
2591,2024-04-25,P0203,issue,4
2592,2024-04-25,P0358,issue,5
2593,2024-04-25,P0433,issue,6
2594,2024-04-25,P0120,receipt,195
2595,2024-04-25,P0109,receipt,160
2596,2024-04-25,P0321,issue,5
2597,2024-04-25,P0249,issue,4
2598,2024-04-25,P0482,issue,4
2599,2024-04-26,P0141,issue,4
2600,2024-04-26,P0135,issue,2
2601,2024-04-26,P0067,issue,6
2602,2024-04-26,P0365,issue,2
2603,2024-04-26,P0376,issue,2
2604,2024-04-26,P0494,issue,7
2605,2024-04-26,P0216,issue,7
2606,2024-04-26,P0422,issue,4
2607,2024-04-26,P0161,issue,6
2608,2024-04-26,P0177,issue,6
2609,2024-04-26,P0145,issue,3
2610,2024-04-26,P0277,issue,7
2611,2024-04-26,P0289,issue,3
2612,2024-04-26,P0169,issue,6
2613,2024-04-26,P0246,issue,1
2614,2024-04-26,P0227,issue,4
2615,2024-04-26,P0339,issue,5
2616,2024-04-27,P0481,issue,5
2617,2024-04-27,P0113,issue,1
2618,2024-04-27,P0191,issue,6
2619,2024-04-27,P0469,issue,2
2620,2024-04-27,P0393,issue,5
2621,2024-04-27,P0362,issue,2
2622,2024-04-27,P0403,issue,4
2623,2024-04-27,P0128,issue,2
2624,2024-04-27,P0018,issue,3
2625,2024-04-27,P0028,receipt,166
2626,2024-04-27,P0449,receipt,90
2627,2024-04-27,P0191,receipt,158
2628,2024-04-27,P0128,issue,3
2629,2024-04-27,P0167,issue,1
2630,2024-04-27,P0130,issue,5
2631,2024-04-27,P0421,issue,1
2632,2024-04-27,P0352,receipt,175
2633,2024-04-27,P0218,issue,7
2634,2024-04-27,P0000,issue,1
2635,2024-04-27,P0433,issue,7
2636,2024-04-27,P0176,receipt,183
2637,2024-04-28,P0247,issue,6
2638,2024-04-28,P0428,issue,5
2639,2024-04-28,P0053,issue,2
2640,2024-04-28,P0335,issue,7
2641,2024-04-28,P0422,issue,2
2642,2024-04-28,P0099,issue,5
2643,2024-04-28,P0337,issue,5
2644,2024-04-28,P0099,issue,4
2645,2024-04-28,P0119,receipt,157
2646,2024-04-28,P0214,issue,5
2647,2024-04-28,P0294,issue,1
2648,2024-04-28,P0015,receipt,175
2649,2024-04-28,P0148,issue,2
2650,2024-04-28,P0207,issue,1
2651,2024-04-28,P0232,issue,5
2652,2024-04-28,P0396,issue,2
2653,2024-04-28,P0350,issue,6
2654,2024-04-28,P0418,issue,3
2655,2024-04-28,P0246,issue,7
2656,2024-04-29,P0493,receipt,100
2657,2024-04-29,P0046,issue,1
2658,2024-04-29,P0340,issue,3
2659,2024-04-29,P0338,issue,6
2660,2024-04-29,P0145,receipt,226
2661,2024-04-29,P0027,issue,4
2662,2024-04-29,P0001,issue,5
2663,2024-04-29,P0045,issue,5
2664,2024-04-29,P0471,issue,1
2665,2024-04-29,P0034,issue,1
2666,2024-04-29,P0290,receipt,238
2667,2024-04-29,P0066,issue,5
2668,2024-04-29,P0248,receipt,122
2669,2024-04-29,P0086,receipt,104
2670,2024-04-29,P0089,issue,7
2671,2024-04-29,P0048,issue,1
2672,2024-04-29,P0098,issue,1
2673,2024-04-29,P0045,receipt,118
2674,2024-04-29,P0404,issue,4
2675,2024-04-29,P0156,receipt,106
2676,2024-04-29,P0083,issue,6
2677,2024-04-29,P0063,receipt,146
2678,2024-04-29,P0059,receipt,223
2679,2024-04-29,P0392,issue,5
2680,2024-04-29,P0332,issue,4
2681,2024-04-29,P0423,issue,7
2682,2024-04-29,P0238,issue,1
2683,2024-04-29,P0378,issue,7
2684,2024-04-30,P0186,receipt,90
2685,2024-04-30,P0422,receipt,149
2686,2024-04-30,P0467,receipt,119
2687,2024-04-30,P0063,receipt,200
2688,2024-04-30,P0312,receipt,248
2689,2024-04-30,P0040,issue,5
2690,2024-04-30,P0208,receipt,207
2691,2024-04-30,P0498,issue,2
2692,2024-04-30,P0385,receipt,85
2693,2024-04-30,P0371,issue,3
2694,2024-04-30,P0160,issue,4
2695,2024-04-30,P0400,receipt,233
2696,2024-04-30,P0043,issue,7
2697,2024-04-30,P0310,receipt,180
2698,2024-04-30,P0277,receipt,244
2699,2024-04-30,P0128,issue,2
2700,2024-04-30,P0380,issue,5
2701,2024-04-30,P0157,issue,4
2702,2024-04-30,P0196,receipt,98
2703,2024-04-30,P0418,issue,2
2704,2024-04-30,P0369,receipt,112
2705,2024-04-30,P0307,issue,2
2706,2024-04-30,P0230,issue,5
2707,2024-05-01,P0394,receipt,162
2708,2024-05-01,P0310,issue,6
2709,2024-05-01,P0220,issue,2
2710,2024-05-01,P0133,issue,1
2711,2024-05-01,P0217,issue,7
2712,2024-05-01,P0464,receipt,195
2713,2024-05-01,P0397,issue,5
2714,2024-05-01,P0315,issue,4
2715,2024-05-01,P0157,issue,3
2716,2024-05-01,P0059,issue,7
2717,2024-05-01,P0281,receipt,127
2718,2024-05-01,P0239,receipt,198
2719,2024-05-01,P0061,issue,7
2720,2024-05-01,P0177,receipt,83
2721,2024-05-01,P0135,receipt,191
2722,2024-05-01,P0139,issue,1
2723,2024-05-01,P0345,issue,1
2724,2024-05-01,P0201,issue,7
2725,2024-05-01,P0448,issue,1
2726,2024-05-01,P0262,issue,4
2727,2024-05-01,P0357,issue,1
2728,2024-05-01,P0425,issue,4
2729,2024-05-01,P0197,issue,3
2730,2024-05-01,P0145,issue,6
2731,2024-05-01,P0157,issue,3
2732,2024-05-01,P0437,receipt,169
2733,2024-05-01,P0238,issue,3
2734,2024-05-01,P0322,receipt,150
2735,2024-05-02,P0230,issue,3
2736,2024-05-02,P0211,receipt,223
2737,2024-05-02,P0269,issue,7
2738,2024-05-02,P0473,issue,3
2739,2024-05-02,P0088,issue,2
2740,2024-05-02,P0443,issue,5
2741,2024-05-02,P0477,receipt,152
2742,2024-05-02,P0237,issue,5
2743,2024-05-02,P0132,receipt,140
2744,2024-05-02,P0261,receipt,88
2745,2024-05-02,P0261,issue,2
2746,2024-05-02,P0382,issue,7
2747,2024-05-02,P0282,receipt,153
2748,2024-05-02,P0038,issue,3
2749,2024-05-02,P0348,issue,7
2750,2024-05-02,P0014,receipt,234
2751,2024-05-02,P0084,receipt,240
2752,2024-05-03,P0172,receipt,141
2753,2024-05-03,P0414,receipt,181
2754,2024-05-03,P0061,issue,4
2755,2024-05-03,P0192,issue,5
2756,2024-05-03,P0337,receipt,142
2757,2024-05-03,P0221,issue,5
2758,2024-05-03,P0103,receipt,146
2759,2024-05-03,P0305,receipt,98
2760,2024-05-03,P0072,issue,5
2761,2024-05-03,P0362,issue,5
2762,2024-05-03,P0406,issue,6
2763,2024-05-03,P0188,issue,3
2764,2024-05-03,P0082,issue,3
2765,2024-05-03,P0064,issue,2
2766,2024-05-03,P0421,issue,7
2767,2024-05-03,P0050,issue,7
2768,2024-05-03,P0266,issue,6
2769,2024-05-03,P0392,issue,5
2770,2024-05-03,P0311,issue,5
2771,2024-05-03,P0146,issue,7
2772,2024-05-04,P0098,issue,4
2773,2024-05-04,P0043,issue,1
2774,2024-05-04,P0309,issue,6
2775,2024-05-04,P0119,receipt,192
2776,2024-05-04,P0282,issue,2
2777,2024-05-04,P0393,issue,1
2778,2024-05-04,P0344,receipt,139
2779,2024-05-04,P0433,issue,6
2780,2024-05-04,P0104,issue,2
2781,2024-05-04,P0372,receipt,204
2782,2024-05-04,P0439,issue,2
2783,2024-05-04,P0236,receipt,102
2784,2024-05-04,P0298,issue,1
2785,2024-05-04,P0177,receipt,145
2786,2024-05-04,P0485,receipt,95
2787,2024-05-04,P0217,issue,3
2788,2024-05-04,P0273,issue,6
2789,2024-05-04,P0373,issue,7
2790,2024-05-04,P0188,receipt,131
2791,2024-05-04,P0179,receipt,92
2792,2024-05-04,P0454,issue,1
2793,2024-05-04,P0051,issue,2
2794,2024-05-04,P0273,issue,4
2795,2024-05-04,P0294,issue,3
2796,2024-05-05,P0298,issue,5
2797,2024-05-05,P0313,receipt,189
2798,2024-05-05,P0072,receipt,183
2799,2024-05-05,P0280,issue,1
2800,2024-05-05,P0146,issue,1
2801,2024-05-05,P0145,receipt,104
2802,2024-05-05,P0137,receipt,163
2803,2024-05-05,P0268,receipt,117
2804,2024-05-05,P0000,issue,6
2805,2024-05-05,P0271,issue,6
2806,2024-05-05,P0007,issue,7
2807,2024-05-05,P0373,issue,7
2808,2024-05-05,P0209,issue,2
2809,2024-05-05,P0167,issue,6
2810,2024-05-05,P0397,issue,1
2811,2024-05-05,P0006,issue,2
2812,2024-05-05,P0411,issue,6
2813,2024-05-05,P0461,issue,1
2814,2024-05-05,P0447,issue,4
2815,2024-05-05,P0310,issue,1
2816,2024-05-06,P0338,issue,5
2817,2024-05-06,P0214,issue,7
2818,2024-05-06,P0227,issue,7
2819,2024-05-06,P0150,issue,4
2820,2024-05-06,P0442,issue,7
2821,2024-05-06,P0285,receipt,220
2822,2024-05-06,P0328,issue,7
2823,2024-05-06,P0477,issue,7
2824,2024-05-06,P0331,issue,2
2825,2024-05-06,P0495,issue,3
2826,2024-05-06,P0000,receipt,111
2827,2024-05-06,P0143,issue,3
2828,2024-05-06,P0493,issue,2
2829,2024-05-06,P0407,issue,3
2830,2024-05-07,P0287,issue,7
2831,2024-05-07,P0059,issue,6
2832,2024-05-07,P0496,issue,6
2833,2024-05-07,P0395,issue,7
2834,2024-05-07,P0037,receipt,213
2835,2024-05-07,P0301,receipt,227
2836,2024-05-07,P0114,issue,7
2837,2024-05-07,P0265,issue,1
2838,2024-05-07,P0358,issue,5
2839,2024-05-07,P0235,issue,5
2840,2024-05-07,P0065,issue,1
2841,2024-05-07,P0288,receipt,212
2842,2024-05-07,P0333,receipt,155
2843,2024-05-07,P0123,receipt,133
2844,2024-05-07,P0316,issue,4
2845,2024-05-07,P0011,receipt,216
2846,2024-05-07,P0069,issue,5
2847,2024-05-07,P0444,issue,7
2848,2024-05-07,P0448,issue,7
2849,2024-05-07,P0080,issue,5
2850,2024-05-07,P0076,issue,6
2851,2024-05-07,P0176,issue,6
2852,2024-05-07,P0157,issue,6
2853,2024-05-07,P0102,issue,4
2854,2024-05-07,P0411,issue,2
2855,2024-05-07,P0441,receipt,150
2856,2024-05-07,P0378,issue,7
2857,2024-05-08,P0360,issue,7
2858,2024-05-08,P0295,issue,6
2859,2024-05-08,P0330,issue,5
2860,2024-05-08,P0322,issue,3
2861,2024-05-08,P0347,issue,4
2862,2024-05-08,P0053,issue,3
2863,2024-05-08,P0109,issue,3
2864,2024-05-08,P0318,issue,3
2865,2024-05-08,P0279,issue,5
2866,2024-05-08,P0130,issue,3
2867,2024-05-08,P0285,issue,1
2868,2024-05-08,P0074,issue,2
2869,2024-05-08,P0194,issue,5
2870,2024-05-08,P0492,issue,4
2871,2024-05-08,P0059,receipt,179
2872,2024-05-08,P0014,receipt,212
2873,2024-05-08,P0188,issue,4
2874,2024-05-08,P0135,issue,7
2875,2024-05-08,P0020,issue,2
2876,2024-05-08,P0220,issue,5
2877,2024-05-09,P0177,issue,5
2878,2024-05-09,P0353,issue,4
2879,2024-05-09,P0465,issue,5
2880,2024-05-09,P0335,issue,5
2881,2024-05-09,P0271,issue,7
2882,2024-05-09,P0385,issue,2
2883,2024-05-09,P0149,issue,5
2884,2024-05-09,P0338,issue,4
2885,2024-05-09,P0146,issue,1
2886,2024-05-09,P0469,issue,4
